Date,ConvenienceYield_Baseline,ConvenienceYield_EADynamicsTarget,ConvenienceYield_USExcludingMatchedPrivilege,ConvenienceYield_Counterfactual,LongTermRate_Baseline,LongTermRate_USExcludingMatchedPrivilege,LongTermRate_Counterfactual,PolicyRate_Baseline,PolicyRate_USExcludingMatchedPrivilege,PolicyRate_Counterfactual,Inflation_Baseline,Inflation_USExcludingMatchedPrivilege,Inflation_Counterfactual,Output_Baseline,Output_USExcludingMatchedPrivilege,Output_Counterfactual,Forward5YearRealNaturalRate_Baseline,Forward5YearRealNaturalRate_USExcludingMatchedPrivilege,Forward5YearRealNaturalRate_Counterfactual
2018-12-31,-0.0012431264429892792,-0.19617020481440925,0.016858578511888895,-0.19617020481440925,0.674775,0.936903551285213,0.02459552615146643,0.555,0.8581312711659688,-0.18419004221587887,0.465235313,0.5567937898145748,0.2696473753448989,-3.474128242637074,-2.933851935114751,-5.049490915841801,0.06555493692976089,0.26778795830272956,-0.4345733605875929
2019-03-31,0.026649526917961613,-0.17624153987927035,0.016668663070068212,-0.17624153987927035,0.603575,0.8341408098987263,-0.06323958608684666,0.6,0.8332478165897136,-0.18765094179393382,0.400942556,0.48489754106481747,0.20042713479728497,-2.9306119165022713,-2.6113649356265833,-4.651580422910019,0.08632061237750721,0.266842223940551,-0.42522682685918956
2019-06-30,-0.009153179480875556,-0.12456395918737898,0.01648087960863916,-0.12456395918737898,0.504675,0.7610019450652958,-0.197446366622116,0.6,0.8337759828792904,-0.15184767240941976,0.421587828,0.5099015325309051,0.2078173428315433,-2.7124901580968346,-2.3952457391862434,-4.301055299945321,0.05299027833503733,0.2527675338840502,-0.49735197225389827
2019-09-30,0.0014217599645450617,-0.10681559858891213,0.016295204262023952,-0.10681559858891213,0.423475,0.6771894943458805,-0.2983069696831054,0.5475,0.7717507972663662,-0.18829746460551322,0.370688998,0.45964363831077504,0.1483742002170887,-2.6922616826642263,-2.40961503267571,-4.205078470266461,0.06696856001203788,0.2653994135503661,-0.5010948983361242
2019-12-31,0.007991997693901527,-0.047482100897847906,0.016111613432296813,-0.047482100897847906,0.490275,0.7708966484148752,-0.2480032167198808,0.4125,0.6364286475116726,-0.28067113788579723,0.350118186,0.44616458582038554,0.11955600821418572,-2.3215174266026706,-2.049301268117288,-3.667699171176403,0.041418451131304546,0.2627109938713199,-0.5459813859948492
2020-03-31,-0.027247286914163157,-0.06258353797118638,0.015930083785926218,-0.06258353797118638,0.19645,0.5155051259368928,-0.5234774850520911,0.3125,0.5808276577918459,-0.3414172684816199,0.423502089,0.5289482453816619,0.1945870110156716,-2.412546000246219,-2.0121015218038516,-3.6041569890164933,0.02567309572766685,0.27354116487639274,-0.547999684946541
2020-06-30,0.02976954094874123,-0.27699103743894105,0.015750592250612087,-0.27699103743894105,0.17055,0.48710997646496124,-0.6211461126993288,0.015,0.25674841164960394,-0.8790514979212063,-0.194281674,-0.08547074307962796,-0.4297665428601386,-2.793377608198986,-2.492133752543122,-4.729862823223162,-0.00529557428713906,0.24625452471458054,-0.6021661895901531
2020-09-30,0.07189798603227052,-0.4923979373042372,0.015573116012206109,-0.4923979373042372,0.172325,0.48457082604838736,-0.7193419894832371,0.0225,0.21848634512033663,-1.2397986589241672,0.754907838,0.8649869643928906,0.5050056710171356,-2.386663746526839,-2.2482134846621733,-5.492704112153665,-0.018629727898454296,0.23375193644313585,-0.6598138513055917
2020-12-31,0.06915382588025676,-0.6105569720839071,0.015397632511703237,-0.6105569720839071,0.233275,0.5370316038357401,-0.6712917046958654,0.0225,0.20375184601509502,-1.511124711977594,0.449656401,0.5574382122598817,0.199405473052782,-1.9969497280438047,-1.9209187964391852,-5.987633157746853,0.016538508155061804,0.2596269152744905,-0.6155821226375229
2021-03-31,-0.27556326070001735,-0.8990688358040788,0.015224119442294348,-0.8990688358040788,0.46275,0.9130117027117044,-0.3856057736528138,0.02,0.5283537073765329,-1.5797555920298514,0.837929226,0.9685354185785089,0.6007014551226262,-3.553363900912192,-2.4499374718400917,-7.793297613925412,-0.08824957896778673,0.23399042446488405,-0.6757080889938237
2021-06-30,-0.36567623185630266,-0.8241050731638979,0.015052554746475877,-0.8241050731638979,0.382575,0.8911308189292027,-0.420141529096392,0.0175,0.7659861151166715,-1.4631040827911737,1.43696968,1.5824158742265269,1.2070933824387122,-4.97067292919464,-3.1054771802302903,-8.866751777856884,-0.124311100402126,0.23190034180607144,-0.693834106740492
2021-09-30,-0.4312885708294802,-0.2557722601998056,0.014882916613207453,-0.2557722601998056,0.39775,0.883010366406418,-0.1778790909293318,0.0225,0.94466852981923,-0.7780168175860397,1.198357078,1.3359309698947666,0.997892057699773,-6.115225605610977,-3.678388499770956,-7.860829055979149,-0.04746838516858287,0.27294569087456794,-0.5165294965990885
2021-12-31,-0.29837469101370373,-0.14589011190075138,0.014715183475119353,-0.14589011190075138,0.397675,0.8355664739398085,-0.1854460361213236,0.02,0.9120394660184324,-0.46958139249060626,1.295227829,1.4225277413253234,1.0945921375482457,-6.003638686704601,-3.635544499766362,-6.7388519038955295,-0.037377919403704385,0.25381135973033153,-0.5257533647949928
2022-03-31,-0.2728042501093573,-0.34535514470459727,0.014549334005754255,-0.34535514470459727,0.591,0.9658784359135106,-0.07435173115079452,0.03,0.8697157832033259,-0.522808129200867,1.481601476,1.5921617394733572,1.2671608377125416,-5.931307259950219,-3.6964302789850274,-6.8347276276811115,0.015365686435350634,0.2574816382032638,-0.5190688932390342
2022-06-30,-0.14495194340746745,-0.24883777473842647,0.01438534711685735,-0.24883777473842647,0.774625,1.1093333151519347,0.1608052499059308,0.1925,0.9003100464279735,-0.37906981999041567,1.175652187,1.2770221841900355,0.9705581796438378,-5.495325154733592,-3.6519470710758957,-6.438452669724483,0.04849058288092756,0.2714056010871239,-0.44173807946549853
2022-09-30,-0.3184044434850075,-0.1947198969691831,0.014223201955697207,-0.1947198969691831,0.969175,1.300454468234066,0.5155460258546037,0.545,1.3268751839965265,0.2103069458990836,1.267906717,1.3611775456750903,1.0951498806293387,-4.853037518218555,-2.7416647568756414,-5.036251729951147,0.03991298747124977,0.24325276895837736,-0.3438439413507918
2022-12-31,-0.21889023324836704,-0.09365400768104823,0.014062877902422305,-0.09365400768104823,0.9677,1.2490906287061667,0.5823324144841912,0.9125,1.6257144448585392,0.7185567958776637,1.147434772,1.2306014554829285,0.996344954790614,-3.918160643561096,-1.9907784161041047,-3.650977943833873,0.07652797185403537,0.2511821585739858,-0.2546412199094599
2023-03-31,-0.1599680351557589,-0.0382112730790376,0.013904354567454036,-0.0382112730790376,0.880425,1.100850111596768,0.5188196216130837,1.1275,1.702736167227025,0.9775356068477962,1.154770879,1.2270310356255314,1.0163072230184476,-2.980023545982834,-1.4618062802304594,-2.5744028577218834,0.14014503280053536,0.284062220100501,-0.16339813407869774
2023-06-30,-0.12956720692726398,0.10230689124231063,0.013747611788908515,0.10230689124231063,0.95805,1.1177725311627265,0.6088355304429608,1.2475,1.7134053952920112,1.22434474478139,0.943546539,0.9999974750019269,0.805189322616823,-2.902186776749037,-1.7024730820946725,-2.0864953504961505,0.1385065848597345,0.23766512323872127,-0.17147880482718952
2023-09-30,0.011948811184215747,0.1672454342003679,0.013592629630053416,0.1672454342003679,1.16425,1.221477720796306,0.8299364950353966,1.315,1.5616094071675235,1.2863157495271516,0.58293087,0.6180787979109454,0.451284075033235,-3.109345536738829,-2.579724465371189,-2.3077406433049985,0.24101539522269955,0.27905751081442987,-0.04555953279373964
2023-12-31,0.021066138364571836,0.2065266271743522,0.013439388376790455,0.2065266271743522,0.9771,1.0000586958275397,0.7334616874834664,1.3325,1.4571067007369716,1.3668109316363315,0.500644552,0.5239522440678972,0.39069685877629823,-3.4789448441393334,-3.3156784375247024,-2.4867176192925227,0.23290413513874486,0.2468373019224305,0.016765964529930788
2024-03-31,0.15706161341453354,0.1060869054927451,0.013287868535171582,0.1060869054927451,1.045425,1.0677101875860227,0.8282914430773456,1.3325,1.301310202575973,1.2317861210440004,0.919759672,0.9444632411323234,0.8275616006348182,-2.3533671434331067,-2.67873573305841,-1.8188472241155516,0.30419802738578305,0.33185505153294403,0.1332875386572483
2024-06-30,0.14232953796318748,0.22278403816586428,0.013138050828942233,0.22278403816586428,1.08395,1.0551191004711922,0.8192487947570545,1.3325,1.1963030538523782,1.2392257553219659,0.687581169,0.7024048331454354,0.5851559169915918,-2.8812438522625508,-3.5363764433454468,-2.343245770217253,0.34768043909456736,0.3408850343592451,0.13049587473215252
2024-09-30,0.1222001862638149,0.13633770683378812,0.012989916197111956,0.13633770683378812,0.95085,0.8512164171743035,0.6326342076063585,1.315,1.1183043183293913,1.1529045267645825,0.542289622,0.5371566632036104,0.4270450568694357,-2.8389200964938706,-3.6734445447431,-2.5319643435208183,0.4281192769222478,0.3615274026621509,0.17468611288923985
