Date,ConvenienceYield_Baseline_APR,ConvenienceYield_EADynamicsTarget_APR,ConvenienceYield_USExcludingMatchedPrivilege_APR,ConvenienceYield_Counterfactual_APR,LongRate_Baseline_APR,LongRate_USExcludingMatchedPrivilege_APR,LongRate_Counterfactual_APR,PolicyRate_Baseline_APR,PolicyRate_USExcludingMatchedPrivilege_APR,PolicyRate_Counterfactual_APR,CorePCEInflation_Baseline_YY,CorePCEInflation_USExcludingMatchedPrivilege_YY,CorePCEInflation_Counterfactual_YY,OutputGap_Baseline,OutputGap_USExcludingMatchedPrivilege,OutputGap_Counterfactual,Forward5YearRealNaturalRate_Baseline_APR,Forward5YearRealNaturalRate_USExcludingMatchedPrivilege_APR,Forward5YearRealNaturalRate_Counterfactual_APR
2018-12-31,-0.004972505771957117,-1.028700578146697,0.07969153605488903,-1.028700578146697,2.6991,3.7955235190490777,-0.806185353732296,2.22,3.490610619509803,-1.8327166443869483,1.953587139,2.372347892731872,0.8890811647676558,-3.474128242637074,-2.9077383223063533,-5.598184495019283,0.26221974771904355,1.1063974062108741,-2.412264982069338
2019-03-31,0.10659810767184645,-0.9489859184061413,0.07880519224223001,-0.9489859184061413,2.4143,3.3839834382023666,-1.1575912982817496,2.4,3.3904898676829855,-1.8467103545702366,1.7201607449999998,2.1143897797773383,0.6441142279297294,-2.9306119165022713,-2.5855338556673035,-5.200139812123336,0.34528244951002884,1.102250235266779,-2.3748798018336363
2019-06-30,-0.03661271792350222,-0.7422755956385758,0.0779286863232317,-0.7422755956385758,2.0187,3.0909436314939853,-1.6944805251832573,2.4,3.3920210434896387,-1.7036395354614275,1.606663856,1.9849830293155364,0.5102012681857443,-2.7124901580968346,-2.3696936555225383,-4.849487147215861,0.21196111334014933,1.0455910075791606,-2.6633812226582307
2019-09-30,0.005687039858180247,-0.6712821532447084,0.0770619092866611,-0.6712821532447084,1.6939,2.7552142132164406,-2.0979818398725536,2.19,3.1433442249076045,-1.849573539468102,1.6584546949999999,2.0274105428425893,0.5301189395746894,-2.6922616826642263,-2.3843384765049236,-4.753389074165199,0.2678742400481515,1.095761785856068,-2.678353666208088
2019-12-31,0.03196799077560611,-0.43394816248045154,0.07620475333114482,-0.43394816248045154,1.9611,3.1295679099632894,-1.896822704949698,1.65,2.601484931938075,-2.2191960509319055,1.5433375679999999,1.9166224229858748,0.37994160975808655,-2.3215174266026706,-2.0242968358424207,-4.215894502282139,0.16567380452521818,1.0846550552675378,-2.857900269372971
2020-03-31,-0.10898914765665263,-0.4943539107738055,0.07535711185091362,-0.4943539107738055,0.7858,2.107531560142875,-2.9987727955973824,1.25,2.3785156300540304,-2.4623017583575493,1.5658971010000002,1.9605154531856233,0.37401972609597905,-2.412546000246219,-1.9873658726576748,-4.15224270968343,0.1026923829106674,1.1276263377733309,-2.8659740425583027
2020-06-30,0.11907816379496491,-1.351983908644824,0.07451887942189214,-1.351983908644824,0.6822,1.9934853255804148,-3.3894976196632296,0.06,1.0816386219232803,-4.6129535898299,0.950027599,1.3649867516291894,-0.2636419252094575,-2.793377608198986,-2.467663606366288,-5.277844305822705,-0.02118229714855624,1.0181339882062264,-3.082640573346805
2020-09-30,0.28759194412908207,-2.2136115081060086,0.07368995178809784,-2.2136115081060086,0.6893,1.9828676739609004,-3.7823288827702406,0.09,0.9280356198555807,-6.056051217707418,1.3342464390000002,1.770174905390103,0.0929155765060784,-2.386663746526839,-2.2240056198213622,-6.040586455938151,-0.07451891159381718,0.9677814214229006,-3.313231675901443
2020-12-31,0.27661530352102703,-2.6862476472246883,0.07287022584830877,-2.6862476472246883,0.9331,2.192254285254138,-3.5901730796383,0.09,0.8685481428911729,-7.1414588060117445,1.433784654,1.8812946176636185,0.17269468125065757,-1.9969497280438047,-1.896970047872728,-6.5354212044673625,0.06615403262024722,1.070942661287572,-3.136305167881588
2021-03-31,-1.1022530428000694,-3.840295102105375,0.07205959964296693,-3.840295102105375,1.851,3.6957226942765247,-2.447472400895374,0.08,2.166411330594647,-7.4160803982538175,1.8482117909999998,2.320729138504933,0.5787421963483034,-3.553363900912192,-2.426244729219709,-8.340995962321882,-0.35299831587114694,0.9680615242225126,-3.3768093973933806
2021-06-30,-1.4627049274252106,-3.5404400515446515,0.07125797234130515,-3.5404400515446515,1.5303,3.6077516492348147,-2.585656299243395,0.07,3.1164018935875797,-6.9495674156498435,3.4794631449999995,3.988464368091965,2.215538454918229,-4.97067292919464,-3.082037386228737,-9.414364797126009,-0.497244401608504,0.9593694851709129,-3.449313795504848
2021-09-30,-1.7251542833179208,-1.2671087996882822,0.07046524422866618,-1.2671087996882822,1.591,3.574826768930082,-1.6166453689046254,0.09,3.830597640749091,-4.209306661504849,3.9229123849999996,4.459258252552165,2.708364276950025,-6.115225605610977,-3.655198648426389,-8.408360898314438,-0.1898735406743315,1.1232226025899446,-2.7400956499529032
2021-12-31,-1.193498764054815,-0.8275802064920654,0.06968131669402244,-0.8275802064920654,1.5907,3.384612531626017,-1.6469500257210195,0.08,3.6995525963303644,-2.975648774695361,4.768483813,5.324198928552123,3.603493326803038,-6.003638686704601,-3.6126016349351855,-7.2863065161836005,-0.14951167761481754,1.0463603932415995,-2.7769913898378102
2022-03-31,-1.0912170004374293,-1.625440337707449,0.06890609221763921,-1.625440337707449,2.364,3.9054260779029097,-1.2026078373592686,0.12,3.5297341639778614,-3.188635282032935,5.412156063,5.947677664955038,4.269897900380456,-5.931307259950219,-3.673731492875856,-7.382108762429419,0.061462745741402536,1.06071998133486,-2.75025374643751
2022-06-30,-0.5798077736298698,-1.2393708578427658,0.06813947435893808,-1.2393708578427658,3.0985,4.4788156220843724,-0.2620131960729526,0.77,3.6515925691854774,-2.6137575789436953,5.15083857,5.64213765893535,4.033310557100777,-5.495325154733592,-3.629489502857967,-6.985763895287465,0.19396233152371023,1.1160976312975464,-2.440930713035575
2022-09-30,-1.27361777394003,-1.0228993467657923,0.06738136774448988,-1.0228993467657923,3.8767,5.24287455351071,1.156918282841708,2.18,5.35733949005056,-0.25632223583645697,5.220388209,5.667239186551748,4.130518777856656,-4.853037518218555,-2.7194455913557816,-5.583496440114753,0.1596519498849991,1.0031713910479525,-2.0493543638616227
2022-12-31,-0.8755609329934682,-0.6186357896132528,0.06663167805616166,-0.6186357896132528,3.8708,5.036997769405572,1.424033785102245,3.65,6.552187886874353,1.7766090556120604,5.072595152,5.475169119086452,4.032224407538052,-3.918160643561096,-1.9687948824669275,-4.198159366811975,0.3061118874161415,1.034577293582279,-1.6925436653322592
2023-03-31,-0.6398721406230355,-0.3968648512052102,0.06589031201941797,-0.3968648512052102,3.5217,4.443618492951408,1.169954053301955,4.51,6.859771076656033,2.8124596130969253,4.745764555,5.109895898323971,3.7813259023694945,-2.980023545982834,-1.4400556508370217,-3.1215240646124576,0.5605801312021415,1.1657891058873215,-1.327571495238339
2023-06-30,-0.5182688277090559,0.1652078060801826,0.06515717739174887,0.1652078060801826,3.8322,4.510895144288675,1.529990544025834,4.99,6.90194919997073,3.79963472130987,4.513658907,4.832729934574816,3.615914340274678,-2.902186776749037,-1.6809526713353315,-2.6335592632400706,0.554026339438938,0.9798954734354558,-1.3598943392229166
2023-09-30,0.04779524473686299,0.42496197791241164,0.06443218295124883,0.42496197791241164,4.657,4.92530702015865,2.414368601478999,5.26,6.294271332782659,4.047460370524422,3.82868306,4.089491191757882,2.972007908876953,-3.109345536738829,-2.558431628568822,-2.85475004218589,0.9640615808907982,1.1451629345439707,-0.8562174013726223
2023-12-31,0.08426455345828734,0.5820867498083488,0.06371523848530916,0.5820867498083488,3.9084,4.039226145126781,2.0284448459148985,5.33,5.875771429852746,4.369385643292083,3.1818928399999997,3.382703241491916,2.366321165436739,-3.4789448441393334,-3.2946105698848536,-3.0336751500121535,0.9316165405549794,1.0159831329476483,-0.6069155529807442
2024-03-31,0.6282464536581341,0.1803278630819205,0.06300625477945754,0.1803278630819205,4.1817,4.309431407843169,2.407740554057768,5.33,5.2521011604565135,3.829233708596618,2.9468816329999994,3.09999796061041,2.177538778089689,-2.3533671434331067,-2.6578902686632513,-2.365755404475817,1.2167921095431322,1.3557582562208084,-0.1408293891425636
2024-06-30,0.5693181518527499,0.6471163937743972,0.062305143606317004,0.6471163937743972,4.3358,4.258670389336388,2.371547796690516,5.33,4.831593052010937,3.8589421743293713,2.690916263,2.802269080683084,1.9574703987701347,-2.8812438522625508,-3.5157508541887847,-2.8901069964366775,1.3907217563782694,1.3915853712443575,-0.151996170277773
2024-09-30,0.4888007450552596,0.3013310684460926,0.06161181771468688,0.3013310684460926,3.8034,3.442666983913459,1.6250683764227314,5.26,4.5191233221135665,3.513609675128972,2.650275015,2.7212119516967848,1.9331981114647663,-2.8389200964938706,-3.653036339803865,-3.078780896210863,1.7124771076889913,1.4738650554202846,0.024764663289427613
